slot_number,month,days_active,hold,denomination,location,coin_in
1004,15,30,6.36,.25,"D",207861.6
1004,16,31,6.36,.25,"D",213207.5
1005,1,28,6.36,.25,"D",237138.4
1005,2,31,6.36,.25,"D",88297.95
1005,5,30,6.36,.25,"D",298522
1005,6,31,6.36,.25,"D",293726.4
1005,9,31,6.36,.25,"D",222134.4
1005,10,30,6.36,.25,"D",276147.8
1005,12,31,6.36,.25,"D",272924.5
1005,14,31,6.36,.25,"D",400259.4
1005,15,30,6.36,.25,"D",266556.6
1005,16,31,6.36,.25,"D",149827
1006,1,28,15.77,.25,"B",145548.5
1006,2,12,15.77,.25,"B",73647.75
1006,4,31,15.77,.25,"B",133698.5
1006,5,30,15.77,.25,"B",187046.6
1006,6,31,15.77,.25,"B",197812.3
1006,7,31,15.77,.25,"B",150727.6
1006,8,30,15.77,.25,"B",183338.6
1006,9,31,15.77,.25,"B",189862.1
1006,10,30,15.77,.25,"B",158522.5
1006,11,31,15.77,.25,"B",176664.5
1006,12,31,15.77,.25,"B",178471.8
1006,13,29,15.77,.25,"B",145565.9
1006,14,31,15.77,.25,"B",197205.1
1006,15,30,15.77,.25,"B",169337.3
1006,16,31,15.77,.25,"B",171796.1
1007,1,28,15.77,.25,"B",135791.1
1007,2,12,15.77,.25,"B",61391.88
1007,4,31,15.77,.25,"B",132815.5
1007,5,30,15.77,.25,"B",151439.4
1007,6,31,15.77,.25,"B",147615.7
1007,7,31,15.77,.25,"B",97403.3
1007,8,30,15.77,.25,"B",111593.2
1007,9,31,15.77,.25,"B",134448.3
1007,10,30,15.77,.25,"B",159438.8
1007,11,31,15.77,.25,"B",169733.7
1007,12,31,15.77,.25,"B",151988
1007,13,29,15.77,.25,"B",140158.5
1007,14,31,15.77,.25,"B",157268.5
1007,15,30,15.77,.25,"B",126326.9
1007,16,31,15.77,.25,"B",168850.7
1008,1,28,15.77,.25,"B",147232.1
1008,2,12,15.77,.25,"B",67324.03
1008,4,31,15.77,.25,"B",139656
1008,5,30,15.77,.25,"B",180973.4
1008,6,31,15.77,.25,"B",165325
1008,7,31,15.77,.25,"B",161230.2
1008,8,30,15.77,.25,"B",155764.1
1008,9,31,15.77,.25,"B",97176.6
1008,10,30,15.77,.25,"B",143501.9
1008,11,31,15.77,.25,"B",167595.1
1008,12,31,15.77,.25,"B",181403
1008,13,29,15.77,.25,"B",115569.1
1008,14,31,15.77,.25,"B",178571.7
1008,15,30,15.77,.25,"B",153547.9
1008,16,31,15.77,.25,"B",192676
1009,1,28,15.68,.25,"K",69706.63
1009,2,12,15.68,.25,"K",62946.43
1009,4,31,15.68,.25,"K",133354.6
1009,5,30,15.68,.25,"K",118823.3
1009,7,31,15.68,.25,"K",111009.2
1009,8,30,15.68,.25,"K",131207
1009,10,30,15.68,.25,"K",131216.5
1009,11,31,15.68,.25,"K",137629.1
1009,12,31,15.68,.25,"K",116951.5
1009,13,29,15.68,.25,"K",139725.8
1009,14,31,15.68,.25,"K",150346
1009,15,30,15.68,.25,"K",170210.5
1009,16,31,15.68,.25,"K",126348.9
1010,1,28,15.66,.25,"K",116202.1
1010,2,12,15.66,.25,"K",47555.88
1010,4,31,15.66,.25,"K",55985
1010,5,30,15.66,.25,"K",129193.8
1010,7,31,15.66,.25,"K",94715.84
1010,8,30,15.66,.25,"K",151120.7
1010,9,31,15.66,.25,"K",122231.8
1010,10,30,15.66,.25,"K",117171.1
1010,11,31,15.66,.25,"K",170107
1010,12,31,15.66,.25,"K",121280.3
1010,13,29,15.66,.25,"K",153686.1
1010,14,31,15.66,.25,"K",144610.5
1010,15,30,15.66,.25,"K",115729.6
1010,16,31,15.66,.25,"K",123710.1
1011,1,28,15.77,.25,"T",158855.4
1011,2,12,15.77,.25,"T",76526.63
1011,4,31,15.77,.25,"T",111564.7
1011,5,30,15.77,.25,"T",144922.3
1011,6,31,15.77,.25,"T",99227.96
1011,7,31,15.77,.25,"T",135929
1011,8,30,15.77,.25,"T",147178.2
1011,9,31,15.77,.25,"T",183755.5
1011,10,30,15.77,.25,"T",167501.6
1011,11,31,15.77,.25,"T",164687.7
1011,12,31,15.77,.25,"T",175378.9
1011,13,29,15.77,.25,"T",147945.5
1011,14,31,15.77,.25,"T",206643.9
1011,15,30,15.77,.25,"T",145529.5
1011,16,31,15.77,.25,"T",176661.4
1012,1,28,15.77,.25,"T",109754.3
1012,2,12,15.77,.25,"T",63904.56
1012,4,31,15.77,.25,"T",102560.2
1012,5,30,15.77,.25,"T",109849.4
1012,6,31,15.77,.25,"T",121507.6
1012,7,31,15.77,.25,"T",83264.11
1012,8,30,15.77,.25,"T",127189.3
1012,9,31,15.77,.25,"T",128345
1012,10,30,15.77,.25,"T",133982.2
1012,11,31,15.77,.25,"T",128330.7
1012,12,31,15.77,.25,"T",111491.8
1012,13,29,15.77,.25,"T",95664.23
1012,14,31,15.77,.25,"T",131975.3
1012,15,30,15.77,.25,"T",109606.8
1012,16,31,15.77,.25,"T",136815.2
1013,1,28,15.77,.25,"T",98409.95
1013,2,12,15.77,.25,"T",54977.8
1013,4,31,15.77,.25,"T",108571.6
1013,5,30,15.77,.25,"T",119299.3
1013,6,31,15.77,.25,"T",146005.1
1013,7,31,15.77,.25,"T",96962.59
1013,8,30,15.77,.25,"T",140550.1
1013,9,31,15.77,.25,"T",139468.9
1013,10,30,15.77,.25,"T",140237.8
1013,11,31,15.77,.25,"T",110098.3
1013,12,31,15.77,.25,"T",114838.3
1013,13,29,15.77,.25,"T",132812.3
1013,14,31,15.77,.25,"T",161349.1
1013,15,30,15.77,.25,"T",116204.8
1013,16,31,15.77,.25,"T",127920.1
1014,1,28,15.68,.25,"T",115279
1014,2,12,15.68,.25,"T",67479.27
1014,4,31,15.68,.25,"T",91859.05
1014,5,30,15.68,.25,"T",122240.1
1014,6,31,15.68,.25,"T",110012.8
1014,7,31,15.68,.25,"T",121565.7
1014,8,30,15.68,.25,"T",130301.3
1014,9,31,15.68,.25,"T",114614.2
1014,10,30,15.68,.25,"T",137267.2
1014,11,31,15.68,.25,"T",126285.1
1014,12,31,15.68,.25,"T",99512.12
1014,13,29,15.68,.25,"T",135599.5
1014,14,31,15.68,.25,"T",176573.7
1014,15,30,15.68,.25,"T",114977.7
1014,16,31,15.68,.25,"T",155559.6
1015,1,28,15.66,.25,"T",102698
1015,2,12,15.66,.25,"T",42646.87
1015,4,31,15.66,.25,"T",62167.95
1015,5,30,15.66,.25,"T",91173.38
1015,6,31,15.66,.25,"T",92560.66
1015,7,31,15.66,.25,"T",78735.63
1015,8,30,15.66,.25,"T",140268.2
1015,9,31,15.66,.25,"T",101277.1
1015,10,30,15.66,.25,"T",142016.3
1015,11,31,15.66,.25,"T",151060
1015,12,31,15.66,.25,"T",117472.9
1015,13,29,15.66,.25,"T",131427.2
1015,14,31,15.66,.25,"T",141296.3
1015,15,30,15.66,.25,"T",119228.9
1015,16,31,15.66,.25,"T",164275.2
1016,1,28,15.77,.25,"T",134763.8
1016,2,12,15.77,.25,"T",60825.93
1016,4,31,15.77,.25,"T",98433.73
1016,5,30,15.77,.25,"T",119776.5
1016,6,31,15.77,.25,"T",112038.7
1016,7,31,15.77,.25,"T",82864.62
1016,8,30,15.77,.25,"T",125745.1
1016,9,31,15.77,.25,"T",145023.8
1016,10,30,15.77,.25,"T",140195
1016,11,31,15.77,.25,"T",151287.3
1016,12,31,15.77,.25,"T",136334.8
1016,13,29,15.77,.25,"T",130994
1016,14,31,15.77,.25,"T",142263.8
1016,15,30,15.77,.25,"T",142479.4
1016,16,31,15.77,.25,"T",151369.7
1017,1,28,15.77,.25,"T",117631.6
1017,2,12,15.77,.25,"T",54002.85
1017,4,31,15.77,.25,"T",108979.1
1017,5,30,15.77,.25,"T",163367.1
1017,6,31,15.77,.25,"T",106923
1017,7,31,15.77,.25,"T",104565.6
1017,8,30,15.77,.25,"T",124843.1
1017,9,31,15.77,.25,"T",124294.5
1017,10,30,15.77,.25,"T",125994
1017,11,31,15.77,.25,"T",152926.4
1017,12,31,15.77,.25,"T",127999.4
1017,13,29,15.77,.25,"T",128966.4
1017,14,31,15.77,.25,"T",169388.1
1017,15,30,15.77,.25,"T",118609.7
1017,16,31,15.77,.25,"T",137132.2
1018,1,28,15.77,.25,"T",131913.4
1018,2,12,15.77,.25,"T",66326.88
1018,4,31,15.77,.25,"T",89682.94
1018,5,30,15.77,.25,"T",138665.2
1018,6,31,15.77,.25,"T",114648.1
1018,7,31,15.77,.25,"T",90538.99
1018,8,30,15.77,.25,"T",132149.6
1018,9,31,15.77,.25,"T",115047.6
1018,10,30,15.77,.25,"T",107130.6
1018,11,31,15.77,.25,"T",121469.6
1018,12,31,15.77,.25,"T",86842.1
1018,13,29,15.77,.25,"T",137809.1
1018,14,31,15.77,.25,"T",163739.7
1018,15,30,15.77,.25,"T",128532
1018,16,31,15.77,.25,"T",139656
1019,1,28,15.68,.25,"T",146232.5
1019,2,12,15.68,.25,"T",40202.49
1019,4,31,15.68,.25,"T",131862.3
1019,5,30,15.68,.25,"T",120202.5
1019,6,31,15.68,.25,"T",136018.8
1019,7,31,15.68,.25,"T",90242.34
1019,8,30,15.68,.25,"T",93992.34
1019,9,31,15.68,.25,"T",148718.1
1019,10,30,15.68,.25,"T",151760.2
1019,11,31,15.68,.25,"T",91632.65
1019,12,31,15.68,.25,"T",134654
1019,13,29,15.68,.25,"T",112619.6
1019,14,31,15.68,.25,"T",169395.7
1019,15,30,15.68,.25,"T",142616.4
1019,16,31,15.68,.25,"T",145070.2
1020,1,28,15.66,.25,"T",118319
1020,2,12,15.66,.25,"T",45202.75
1020,4,31,15.66,.25,"T",82918.27
1020,5,30,15.66,.25,"T",119667.9
1020,6,31,15.66,.25,"T",130470.9
1020,7,31,15.66,.25,"T",95777.46
1020,8,30,15.66,.25,"T",152075.4
1020,9,31,15.66,.25,"T",134275.2
1020,10,30,15.66,.25,"T",157646.9
1020,11,31,15.66,.25,"T",145555.6
1020,12,31,15.66,.25,"T",104857.9
1020,13,29,15.66,.25,"T",121901.3
1020,14,31,15.66,.25,"T",142961.4
1020,15,30,15.66,.25,"T",153256.7
1020,16,31,15.66,.25,"T",135328.9
1021,1,28,15.77,.25,"T",131769.2
1021,2,12,15.77,.25,"T",61485.41
1021,4,31,15.77,.25,"T",79581.48
1021,5,30,15.77,.25,"T",133836.4
1021,6,31,15.77,.25,"T",113925.2
1021,7,31,15.77,.25,"T",72415.98
1021,8,30,15.77,.25,"T",137292.3
1021,9,31,15.77,.25,"T",114434
1021,10,30,15.77,.25,"T",119147.1
1021,11,31,15.77,.25,"T",121254
1021,12,31,15.77,.25,"T",101891.3
1021,13,29,15.77,.25,"T",117349.4
1021,14,31,15.77,.25,"T",135840.2
1021,15,30,15.77,.25,"T",97409.63
1021,16,31,15.77,.25,"T",162967.7
1022,1,28,15.77,.25,"T",130325
1022,2,12,15.77,.25,"T",62265.38
1022,4,31,15.77,.25,"T",110559.6
1022,5,30,15.77,.25,"T",103562.1
1022,6,31,15.77,.25,"T",135312.3
1022,7,31,15.77,.25,"T",114524.4
1022,8,30,15.77,.25,"T",140478.8
1022,9,31,15.77,.25,"T",127530.1
1022,10,30,15.77,.25,"T",134281.9
1022,11,31,15.77,.25,"T",122138.5
1022,12,31,15.77,.25,"T",146122.4
1022,13,29,15.77,.25,"T",123684.2
1022,14,31,15.77,.25,"T",164682.9
1022,15,30,15.77,.25,"T",123345
1022,16,31,15.77,.25,"T",154239.1
1023,1,28,15.77,.25,"T",124285
1023,2,12,15.77,.25,"T",45507.29
1023,4,31,15.77,.25,"T",89564.05
1023,5,30,15.77,.25,"T",161284.1
1023,6,31,15.77,.25,"T",119007.6
1023,7,31,15.77,.25,"T",101793
1023,8,30,15.77,.25,"T",124730.5
1023,9,31,15.77,.25,"T",138083.4
1023,10,30,15.77,.25,"T",135076.1
1023,11,31,15.77,.25,"T",157772.7
1023,12,31,15.77,.25,"T",134679.8
1023,13,29,15.77,.25,"T",124849.4
1023,14,31,15.77,.25,"T",158977.5
1023,15,30,15.77,.25,"T",110351.9
1023,16,31,15.77,.25,"T",181881.7
1024,1,28,8,.25,"F",144884.4
1024,2,31,8,.25,"F",48746.88
1024,4,31,8,.25,"F",85915.63
1024,5,30,8,.25,"F",223075
1024,6,31,8,.25,"F",238468.8
1024,7,31,8,.25,"F",70150
1024,8,30,8,.25,"F",200606.3
1024,9,31,8,.25,"F",160037.5
1024,10,30,8,.25,"F",217309.4
1024,11,31,8,.25,"F",84528.13
1024,12,31,8,.25,"F",33825
1024,13,29,8,.25,"F",196603.1
1024,14,31,8,.25,"F",138462.5
1024,15,30,8,.25,"F",207162.5
1024,16,31,8,.25,"F",206565.6
1025,1,28,8,.25,"F",223921.9
1025,2,31,8,.25,"F",156253.1
1025,4,31,8,.25,"F",122696.9
1025,5,30,8,.25,"F",239234.4
1025,6,31,8,.25,"F",215475
1025,7,31,8,.25,"F",129275
1025,8,30,8,.25,"F",162681.3
1025,9,31,8,.25,"F",250606.3
1025,10,30,8,.25,"F",257990.6
1025,11,31,8,.25,"F",73759.38
1025,12,31,8,.25,"F",254012.5
1025,13,29,8,.25,"F",183221.9
1025,14,31,8,.25,"F",139731.3
1025,15,30,8,.25,"F",196606.3
1025,16,31,8,.25,"F",303531.3
1026,1,28,8,.25,"F",157940.6
1026,2,31,8,.25,"F",137481.3
1026,4,31,8,.25,"F",27100
1026,5,30,8,.25,"F",163328.1
1026,6,31,8,.25,"F",184971.9
1026,7,31,8,.25,"F",145053.1
1026,8,30,8,.25,"F",91396.88
1026,9,31,8,.25,"F",239978.1
1026,10,30,8,.25,"F",201415.6
1026,11,31,8,.25,"F",115737.5
1026,12,31,8,.25,"F",267568.8
1026,13,29,8,.25,"F",49921.88
1026,14,31,8,.25,"F",19043.75
1026,15,30,8,.25,"F",187343.8
1026,16,31,8,.25,"F",186828.1
1027,1,28,8,.25,"F",152237.5
1027,2,31,8,.25,"F",271562.5
1027,4,31,8,.25,"F",152343.8
1027,5,30,8,.25,"F",248859.4
1027,6,31,8,.25,"F",30506.25
1027,7,31,8,.25,"F",159096.9
1027,8,30,8,.25,"F",178428.1
1027,9,31,8,.25,"F",257343.8
1027,10,30,8,.25,"F",156925
1027,11,31,8,.25,"F",226800
1027,12,31,8,.25,"F",168893.8
1027,13,29,8,.25,"F",83050
1027,14,31,8,.25,"F",244146.9
1027,15,30,8,.25,"F",210668.8
1027,16,31,8,.25,"F",220506.3
1028,1,28,9.95,.25,"J",124379.4
1028,2,31,9.95,.25,"J",120301.5
1028,4,31,8.52,.25,"J",71059.27
1028,5,30,9.95,.25,"J",130271.4
1028,6,31,9.95,.25,"J",82585.43
1028,7,31,8.52,.25,"J",45842.13
1028,8,30,8.52,.25,"J",82441.31
1028,9,31,9.95,.25,"J",85469.85
1028,10,30,9.95,.25,"J",97258.8
1028,11,31,8.52,.25,"J",64240.02
1028,12,31,9.95,.25,"J",144701
1028,13,29,8.52,.25,"J",31188.38
1028,14,31,9.95,.25,"J",108628.1
1028,15,30,9.95,.25,"J",78776.38
1028,16,31,9.95,.25,"J",71881.91
1029,1,28,9.95,.25,"J",81203.52
1029,2,31,9.95,.25,"J",110917.1
1029,4,31,8.52,.25,"J",28180.75
1029,5,30,9.95,.25,"J",57505.03
1029,6,31,9.95,.25,"J",40288.95
1029,7,31,8.52,.25,"J",62300.46
1029,8,30,8.52,.25,"J",10490.02
1029,9,31,9.95,.25,"J",103924.6
1029,10,30,9.95,.25,"J",75356.79
1029,11,31,8.52,.25,"J",35052.82
1029,12,31,9.95,.25,"J",79494.98
1029,14,31,9.95,.25,"J",44226.13
1029,15,30,9.95,.25,"J",41736.18
1029,16,31,9.95,.25,"J",64952.26
1030,1,28,9.84,.25,"J",77027.44
1030,2,31,9.8,.25,"J",97451.53
1030,4,31,8.52,.25,"J",27984.15
1030,5,30,9.84,.25,"J",65683.44
1030,6,31,9.84,.25,"J",37848.07
1030,7,31,8.52,.25,"J",93811.62
1030,8,30,8.52,.25,"J",11050.47
1030,9,31,9.84,.25,"J",65005.08
1030,10,30,9.84,.25,"J",76801.32
1030,11,31,8.52,.25,"J",42723
1030,12,31,9.84,.25,"J",49621.44
1030,13,29,8.52,.25,"J",30434.27
1030,14,31,9.84,.25,"J",41864.84
1030,15,30,9.84,.25,"J",28546.75
1031,1,28,12.69,.25,"R",49204.1
1031,2,31,12.69,.25,"R",42389.68
1031,4,31,12.69,.25,"R",51670.61
1031,5,30,12.69,.25,"R",43676.13
1031,6,31,12.69,.25,"R",65941.69
1031,7,31,12.69,.25,"R",22257.68
1031,8,30,12.69,.25,"R",46341.61
1031,9,31,12.69,.25,"R",47519.7
1031,10,30,12.69,.25,"R",53949.96
1031,11,31,12.69,.25,"R",54361.7
1031,12,31,12.69,.25,"R",50963.36
1031,13,29,12.69,.25,"R",52976.75
1031,14,31,12.69,.25,"R",50579.2
1031,16,31,12.69,.25,"R",59172.58
1032,1,28,9.71,.25,"R",68498.97
1032,2,31,9.71,.25,"R",45458.29
1032,4,31,9.71,.25,"R",54564.88
1032,5,30,9.71,.25,"R",58954.69
1032,6,31,9.71,.25,"R",57013.39
1032,7,31,9.71,.25,"R",53619.98
1032,8,30,9.71,.25,"R",93627.7
1032,9,31,9.71,.25,"R",55666.84
1032,10,30,9.71,.25,"R",81979.91
1032,11,31,9.71,.25,"R",72059.73
1032,12,31,9.71,.25,"R",79750.26
1032,13,29,9.71,.25,"R",58285.27
1032,14,31,9.71,.25,"R",76866.63
1032,16,31,9.71,.25,"R",89163.23
1033,1,28,12.44,.25,"R",32504.02
1033,2,31,12.44,.25,"R",38667.61
1033,4,31,12.44,.25,"R",39312.7
1033,5,30,12.44,.25,"R",34017.29
1033,6,31,12.44,.25,"R",49268.49
1033,7,31,12.44,.25,"R",31513.27
1033,8,30,14.9,.25,"R",43110.74
1033,9,31,12.44,.25,"R",14282.56
1033,10,30,12.44,.25,"R",30273.31
1033,11,31,14.9,.25,"R",40122.48
1033,12,31,12.44,.25,"R",38193.33
1033,13,28,14.9,.25,"R",39823.83
1033,14,31,12.44,.25,"R",44877.41
1033,16,31,12.44,.25,"R",33944.94
1034,1,28,12.44,.25,"R",33243.57
1034,2,31,12.44,.25,"R",42367.36
1034,5,30,12.44,.25,"R",39135.85
1034,6,31,12.44,.25,"R",24997.99
1034,7,31,12.44,.25,"R",14063.5
1034,8,30,9.9,.25,"R",28020.2
1034,9,31,12.44,.25,"R",24151.93
1034,10,30,12.44,.25,"R",35618.97
1034,11,31,9.9,.25,"R",36840.91
1034,12,31,12.44,.25,"R",40389.87
1034,13,29,9.9,.25,"R",51088.39
1034,14,31,12.44,.25,"R",52901.93
1034,16,31,12.44,.25,"R",45928.46
1035,1,28,9.71,.25,"R",60342.43
1035,2,31,9.71,.25,"R",57811.54
1035,4,31,9.71,.25,"R",44613.8
1035,5,30,9.71,.25,"R",46171.47
1035,6,31,9.71,.25,"R",66140.58
1035,7,31,9.71,.25,"R",57708.55
1035,8,30,9.71,.25,"R",64163.23
1035,9,31,9.71,.25,"R",37677.65
1035,10,30,9.71,.25,"R",53622.55
1035,11,31,9.71,.25,"R",65811.02
1035,12,31,9.71,.25,"R",49431
1035,13,29,9.71,.25,"R",51781.67
1035,14,31,9.71,.25,"R",73498.97
1035,16,31,9.71,.25,"R",75841.91
1036,1,28,12.69,.25,"R",43955.87
1036,2,31,12.69,.25,"R",55537.83
1036,4,31,12.69,.25,"R",25254.14
1036,5,30,12.69,.25,"R",33207.25
1036,6,31,12.69,.25,"R",36075.65
1036,7,31,12.69,.25,"R",31282.51
1036,8,30,12.69,.25,"R",49399.14
1036,9,31,12.69,.25,"R",45222.62
1036,10,30,12.69,.25,"R",49909.38
1036,11,31,12.69,.25,"R",45017.73
1036,12,31,12.69,.25,"R",41258.87
1036,13,29,12.69,.25,"R",39052.41
1036,14,31,12.69,.25,"R",47405.44
1036,16,31,12.69,.25,"R",44284.87
1037,1,28,12.44,.25,"R",20198.96
1037,2,31,12.44,.25,"R",37767.29
1037,4,31,12.44,.25,"R",36603.7
1037,5,30,12.44,.25,"R",42674.84
1037,6,31,12.44,.25,"R",59469.46
1037,7,31,12.44,.25,"R",20241.16
1037,8,30,12.44,.25,"R",38424.44
1037,9,31,12.44,.25,"R",33380.23
1037,10,30,12.44,.25,"R",44334.81
1037,11,31,12.44,.25,"R",36688.11
1037,12,31,12.44,.25,"R",39680.47
1037,13,29,12.44,.25,"R",31404.74
1037,14,31,12.44,.25,"R",47694.94
1037,16,31,12.44,.25,"R",39079.58
1038,1,28,12.44,.25,"R",50514.47
1038,2,31,12.44,.25,"R",64927.66
1038,4,31,12.44,.25,"R",42811.5
1038,5,30,12.44,.25,"R",65233.12
1038,6,31,12.44,.25,"R",50215.04
1038,7,31,12.44,.25,"R",29714.63
1038,8,30,14.9,.25,"R",69946.31
1038,9,31,12.44,.25,"R",44270.5
1038,10,30,12.44,.25,"R",47144.29
1038,11,31,14.9,.25,"R",51592.28
1038,12,31,12.44,.25,"R",51591.64
1038,13,28,14.9,.25,"R",65414.43
1038,14,31,12.44,.25,"R",81157.56
1038,16,31,12.44,.25,"R",72847.67
1039,1,28,12.4,.25,"I",30213.71
1039,2,31,12.4,.25,"I",25415.32
1039,3,30,12.4,.25,"M",59056.45
1039,4,31,12.4,.25,"M",17834.68
1039,5,30,12.4,.25,"I",34062.5
1039,6,18,12.4,.25,"M",33756.05
1039,7,31,12.4,.25,"M",37798.39
1039,8,30,12.4,.25,"M",7893.146
1039,9,31,12.4,.25,"I",32824.6
1039,10,30,12.4,.25,"I",33967.74
1039,11,31,12.4,.25,"M",48875
1039,12,31,12.4,.25,"I",38828.63
1039,13,29,12.4,.25,"M",38991.94
1039,14,31,12.4,.25,"I",28159.28
1039,16,31,12.4,.25,"I",15364.92
1040,2,31,12.4,.25,"I",30336.7
1040,3,30,12.4,.25,"M",36157.26
1040,4,31,12.4,.25,"M",19143.15
1040,5,30,12.4,.25,"I",20989.92
1040,6,18,12.4,.25,"M",18794.36
1040,7,31,12.4,.25,"M",11296.37
1040,8,30,12.4,.25,"M",46663.31
1040,9,31,12.4,.25,"I",18877.02
1040,10,30,12.4,.25,"I",29304.44
1040,11,31,12.4,.25,"M",37879.04
1040,12,31,12.4,.25,"I",49794.36
1040,13,29,12.4,.25,"M",30096.78
1040,14,31,12.4,.25,"I",29088.71
1040,16,31,12.4,.25,"I",49971.78
1041,1,28,12.42,.25,"I",37691.22
1041,2,31,12.42,.25,"I",38550.72
1041,3,30,12.42,.25,"M",27610.71
1041,4,31,12.42,.25,"M",36268.12
1041,5,30,12.42,.25,"I",53019.32
1041,6,18,12.42,.25,"M",11642.51
1041,7,31,12.42,.25,"M",40621.98
1041,8,30,9.96,.25,"M",48835.34
1041,9,31,12.42,.25,"I",37359.1
1041,10,30,12.42,.25,"I",40609.9
1041,11,31,9.96,.25,"M",34874.5
1041,12,31,12.42,.25,"I",27308.78
1041,13,8,9.96,.25,"M",17068.27
1041,14,31,12.42,.25,"I",57322.87
1041,16,31,12.42,.25,"I",33105.88
1042,1,28,12.45,.25,"I",27186.75
1042,2,31,12.45,.25,"I",25491.97
1042,3,30,12.45,.25,"M",28467.87
1042,4,31,12.45,.25,"M",15140.56
1042,5,30,12.45,.25,"I",30399.6
1042,6,18,12.45,.25,"M",9821.285
1042,7,31,12.45,.25,"M",23911.65
1042,8,30,12.45,.25,"M",55594.38
1042,9,31,12.45,.25,"I",48811.25
1042,10,30,12.45,.25,"I",44562.25
1042,11,31,12.45,.25,"M",42799.2
1042,12,31,12.45,.25,"I",35720.88
1042,13,29,12.45,.25,"M",34467.87
1042,14,31,12.45,.25,"I",35160.64
1042,16,31,12.45,.25,"I",43491.97
1043,1,28,12.45,.25,"I",32188.76
1043,2,31,12.45,.25,"I",30196.79
1043,3,30,12.45,.25,"M",35628.52
1043,5,30,12.45,.25,"I",46941.77
1043,6,18,12.45,.25,"M",26449.8
1043,7,31,12.45,.25,"M",45291.16
1043,8,30,12.45,.25,"M",51520.08
1043,9,31,12.45,.25,"I",28877.51
1043,10,30,12.45,.25,"I",34100.4
1043,11,31,12.45,.25,"M",27341.37
1043,12,31,12.45,.25,"I",22449.8
1043,13,29,12.45,.25,"M",34224.9
1043,14,31,12.45,.25,"I",32684.74
1043,16,31,12.45,.25,"I",22829.32
1044,1,28,9.97,.25,"I",44157.47
1044,2,31,9.97,.25,"I",39506.02
1044,3,30,9.97,.25,"M",65002.5
1044,4,31,9.97,.25,"M",51838.01
1044,5,30,9.97,.25,"I",69104.81
1044,6,18,9.97,.25,"M",1930.792
1044,7,31,9.97,.25,"M",39182.55
1044,8,30,9.97,.25,"M",46268.8
1044,9,31,9.97,.25,"I",48500.5
1044,10,30,9.97,.25,"I",38482.95
1044,11,31,9.97,.25,"M",31519.56
1044,12,31,9.97,.25,"I",35569.21
1044,13,29,9.97,.25,"M",45677.03
1044,14,31,9.97,.25,"I",40258.27
1044,16,31,9.97,.25,"I",37973.92
1045,1,28,12.4,.25,"I",56699.6
1045,2,31,12.4,.25,"I",29717.74
1045,3,30,12.4,.25,"M",43237.91
1045,4,31,12.4,.25,"M",20215.73
1045,5,30,12.4,.25,"I",55911.29
1045,6,18,12.4,.25,"M",1923.387
1045,7,31,12.4,.25,"M",30568.55
1045,8,30,12.4,.25,"M",46721.78
1045,9,31,12.4,.25,"I",47489.92
1045,10,30,12.4,.25,"I",29921.37
1045,11,31,12.4,.25,"M",62247.98
1045,12,31,12.4,.25,"I",58106.86
1045,13,29,12.4,.25,"M",58024.2
1045,14,31,12.4,.25,"I",45491.94
1045,16,31,12.4,.25,"I",49981.86
1046,1,28,12.4,.25,"I",71409.27
1046,2,31,12.4,.25,"I",48562.5
1046,3,30,12.4,.25,"M",30929.44
1046,4,31,12.4,.25,"M",47012.1
1046,5,30,12.4,.25,"I",78387.1
1046,6,18,12.4,.25,"M",31957.66
1046,7,31,12.4,.25,"M",16314.52
1046,8,30,12.4,.25,"M",80653.23
1046,9,31,12.4,.25,"I",35320.57
1046,10,30,12.4,.25,"I",61534.28
1046,11,31,12.4,.25,"M",34401.21
1046,12,31,12.4,.25,"I",52330.65
1046,13,29,12.4,.25,"M",49409.28
1046,14,31,12.4,.25,"I",79540.33
1046,16,31,12.4,.25,"I",62881.05
1047,1,28,12.42,.25,"I",59178.74
1047,2,31,12.42,.25,"I",39619.57
1047,3,30,12.42,.25,"M",53421.9
1047,4,31,12.42,.25,"M",37745.57
1047,5,30,12.42,.25,"I",56310.39
1047,6,18,12.42,.25,"M",25438.81
1047,7,31,12.42,.25,"M",36322.46
1047,8,30,14.93,.25,"M",55631.28
1047,9,31,12.42,.25,"I",27892.51
1047,10,30,12.42,.25,"I",47546.3
1047,11,31,14.93,.25,"M",54459.14
1047,12,31,12.42,.25,"I",41499.6
1047,13,22,14.93,.25,"M",25428.67
1047,14,31,12.42,.25,"I",72836.15
1047,16,31,12.42,.25,"I",59921.5
1048,1,28,12.49,.25,"I",50178.14
1048,2,31,12.49,.25,"I",58923.14
1048,3,30,12.49,.25,"M",51098.88
1048,4,31,12.49,.25,"M",76190.95
1048,5,30,12.49,.25,"I",20720.58
1048,6,18,12.49,.25,"M",48662.93
1048,7,31,12.49,.25,"M",33769.02
1048,9,31,12.49,.25,"I",54597.68
1048,10,30,12.49,.25,"I",2702.162
1048,11,31,12.49,.25,"M",50268.21
1048,12,31,12.49,.25,"I",32115.69
1048,13,29,12.49,.25,"M",14229.38
1048,14,31,12.49,.25,"I",36156.93
1048,16,31,12.49,.25,"I",129215.4
1049,1,28,9.97,.25,"I",38094.28
1049,2,31,9.97,.25,"I",43214.64
1049,3,30,9.97,.25,"M",6005.517
1049,5,30,9.97,.25,"I",64154.96
